orthogroup	species	hpf	ex
OG0015388	LV	16	9.095896659826789
OG0015388	LV	24	8.720746029805152
OG0013029	LV	0	10.30723150302235
OG0013029	LV	2	10.122689877138269
OG0013029	LV	3	10.392756838847221
OG0013029	LV	4	9.866690281280222
OG0013029	LV	10	10.378963475177667
OG0013029	LV	16	10.2235435286919
OG0013029	LV	24	9.899582996622463
OG0007039	LV	0	11.79797361713774
OG0007039	LV	2	10.491752040629365
OG0007039	LV	3	10.481756254583416
OG0007039	LV	4	10.69854357516804
OG0007039	LV	10	10.17561444555888
OG0007039	LV	16	10.296601321278276
OG0007039	LV	24	9.989640002711965
OG0002165	LV	0	8.559170699633821
OG0002165	LV	2	7.702391033438052
OG0002165	LV	3	8.004538066343905
OG0002165	LV	4	8.237820902151556
OG0002165	LV	10	7.621321684539814
OG0002165	LV	16	8.649985260607565
OG0002165	LV	24	9.620084654895193
OG0013155	LV	0	10.192947215057877
OG0013155	LV	2	10.468628667188161
OG0013155	LV	3	10.642912447439322
OG0013155	LV	4	10.695771415762316
OG0013155	LV	10	10.368769038899272
OG0013155	LV	16	10.108625558723613
OG0013155	LV	24	9.89776306288752
OG0013156	LV	0	7.055446764699201
OG0013156	LV	2	7.647412072919274
OG0013156	LV	3	7.281347010525457
OG0013156	LV	4	7.557622790505764
OG0013156	LV	10	7.396527872096694
OG0013156	LV	16	7.24293283639038
OG0013156	LV	24	7.067448350200037
OG0016836	LV	0	1.0173082124675847
OG0016836	LV	2	0.5597254521829095
OG0016836	LV	3	1.4599603546655515
OG0016836	LV	4	0.6699253121053196
OG0016836	LV	10	1.3820560306991883
OG0016836	LV	16	1.0220481542222977
OG0016836	LV	24	2.025888754451386
OG0007144	LV	0	7.542343859646463
OG0007144	LV	2	7.857764816016545
OG0007144	LV	3	8.339824558182162
OG0007144	LV	4	8.055625859396118
OG0007144	LV	10	8.527810840144666
OG0007144	LV	16	8.628780813667284
OG0007144	LV	24	8.4054023992559
OG0013157	LV	0	4.896902434280977
OG0013157	LV	2	5.327288022562077
OG0013157	LV	3	6.0886940618962715
OG0013157	LV	4	5.50081314711179
OG0013157	LV	10	4.1890987389106895
OG0013157	LV	16	3.8280764037070822
OG0013157	LV	24	5.066745061200002
OG0016837	LV	0	0.6981926771830348
OG0016837	LV	2	0.7941952027506177
OG0016837	LV	3	0.6585574297949759
OG0016837	LV	4	0.7556689660075661
OG0016837	LV	10	0.7977513648662967
OG0016837	LV	16	0.7209968261537032
OG0016837	LV	24	1.1729806976718329
OG0016838	LV	0	4.934954531938142
OG0016838	LV	2	3.7650712888482714
OG0016838	LV	3	3.1639148842541527
OG0016838	LV	4	2.501997365665151
OG0016838	LV	10	3.065247272157353
OG0016838	LV	16	1.7858176696040315
OG0016838	LV	24	3.3967872095462233
OG0007145	LV	0	7.883788896449024
OG0007145	LV	2	8.337206043371438
OG0007145	LV	3	8.626900775737614
OG0007145	LV	4	8.50433904462149
OG0007145	LV	10	7.39437527084821
OG0007145	LV	16	7.183063318696561
OG0007145	LV	24	6.823130061444295
OG0013158	LV	0	8.668088898429984
OG0013158	LV	2	8.848262567476393
OG0013158	LV	3	8.87981903091338
OG0013158	LV	4	8.908390394533162
OG0013158	LV	10	7.121754856943151
OG0013158	LV	16	7.185390431688011
OG0013158	LV	24	7.408261255140036
OG0019800	LV	0	-1.57769768441912
OG0019800	LV	2	-1.6429448292448836
OG0019800	LV	3	-1.6520075034653385
OG0019800	LV	4	-1.6528104657919702
OG0019800	LV	10	-1.640665385588346
OG0019800	LV	16	-1.4326977267798413
OG0019800	LV	24	-1.45788115210916
OG0019801	LV	0	0.30435496512781623
OG0019801	LV	2	0.17891736343672235
OG0019801	LV	3	0.6757229519386387
OG0019801	LV	4	0.17632393573919297
OG0019801	LV	10	1.525678387150631
OG0019801	LV	16	1.4056401669169436
OG0019801	LV	24	1.7890170423227878
OG0005169	LV	0	13.528005871636832
OG0005169	LV	2	12.045050479156982
OG0005169	LV	3	11.50131519653519
OG0005169	LV	4	11.752649216600064
OG0005169	LV	10	11.479020889574675
OG0005169	LV	16	11.752059019771155
OG0005169	LV	24	12.110888891654367
OG0011105	LV	0	8.898177864825435
OG0011105	LV	2	9.109413678363188
OG0011105	LV	3	8.49346717689431
OG0011105	LV	4	8.735316141405532
OG0011105	LV	10	8.142450747624435
OG0011105	LV	16	8.279762895215766
OG0011105	LV	24	7.949892697941209
OG0005304	LV	0	9.231874203575623
OG0005304	LV	2	10.5492697415294
OG0005304	LV	3	10.435745143703986
OG0005304	LV	4	10.621640436593799
OG0005304	LV	10	9.932558886575622
OG0005304	LV	16	9.954047070100103
OG0005304	LV	24	9.45243445634108
OG0010293	LV	0	7.058632624549162
OG0010293	LV	2	6.719785381194526
OG0010293	LV	3	6.243286093125249
OG0010293	LV	4	6.689859770458325
OG0010293	LV	10	4.711084400217222
OG0010293	LV	16	4.917073438347396
OG0010293	LV	24	5.303348904035189
OG0010655	LV	0	9.431081415649363
OG0010655	LV	2	10.076189224530575
OG0010655	LV	3	10.237471808307323
OG0010655	LV	4	10.53459722666364
OG0010655	LV	10	10.121078134841106
OG0010655	LV	16	9.932203096891033
OG0010655	LV	24	9.76723972565221
OG0018185	LV	0	6.956333572092935
OG0018185	LV	2	7.0548577742678535
OG0018185	LV	3	7.933833286472776
OG0018185	LV	4	8.090882658486715
OG0018185	LV	10	7.138568983711094
OG0018185	LV	16	6.842023172058789
OG0018185	LV	24	6.482527766173797
OG0007147	LV	0	8.12742998102093
OG0007147	LV	2	8.679096301212388
OG0007147	LV	3	8.529921506543223
OG0007147	LV	4	7.580110972282206
OG0007147	LV	10	6.7809105623683275
OG0007147	LV	16	6.775613633154172
OG0007147	LV	24	7.006875964672434
OG0013159	LV	0	11.032259196038648
OG0013159	LV	2	10.28536327702172
OG0013159	LV	3	10.861178303694809
OG0013159	LV	4	10.498962168760194
OG0013159	LV	10	9.862031071786367
OG0013159	LV	16	9.769867690431287
OG0013159	LV	24	10.149671153728292
OG0010038	LV	0	10.203786544927555
OG0010038	LV	2	9.474572165044222
OG0010038	LV	3	9.638446648813664
OG0010038	LV	4	9.660636581086976
OG0010038	LV	10	8.360231310928762
OG0010038	LV	16	8.30542098453927
OG0010038	LV	24	8.17395724414505
OG0013160	LV	0	6.23137794993902
OG0013160	LV	2	6.303620761459948
OG0013160	LV	3	6.707689438239107
OG0013160	LV	4	6.93217598875633
OG0013160	LV	10	7.286631864104946
OG0013160	LV	16	7.014598150392033
OG0013160	LV	24	7.233044721888808
OG0013161	LV	0	10.236697507514908
OG0013161	LV	2	9.380318830032726
OG0013161	LV	3	9.77995166296313
OG0013161	LV	4	9.82825418740607
OG0013161	LV	10	9.535737063674116
OG0013161	LV	16	9.002480688072529
OG0013161	LV	24	8.848396896920914
OG0010228	LV	0	5.514134299762495
OG0010228	LV	2	5.253400305162874
OG0010228	LV	3	5.045721632889119
OG0010228	LV	4	5.591557421417322
OG0010228	LV	10	8.144475860016708
OG0010228	LV	16	7.9167844440722765
OG0010228	LV	24	7.554170168775108
OG0017193	LV	0	2.5956393745993327
OG0017193	LV	2	3.1338039495650967
OG0017193	LV	3	3.1157823380397063
OG0017193	LV	4	3.374366797076621
OG0017193	LV	10	3.7770737731026496
OG0017193	LV	16	4.235179663202745
OG0017193	LV	24	4.186602983613808
OG0001868	LV	0	8.857188692582845
OG0001868	LV	2	7.5243919349907316
OG0001868	LV	3	7.341937700932576
OG0001868	LV	4	7.544409629461354
OG0001868	LV	10	10.091024366543088
OG0001868	LV	16	10.387368388416524
OG0001868	LV	24	10.55009216016441
OG0013058	LV	0	7.35374838213519
OG0013058	LV	2	7.384296098638772
OG0013058	LV	3	7.671631184452135
OG0013058	LV	4	7.281375147171358
OG0013058	LV	10	6.982238823928863
OG0013058	LV	16	6.980571542887036
OG0013058	LV	24	5.426410009485042
OG0016039	LV	0	9.638796659873693
OG0016039	LV	2	8.873674859940458
OG0016039	LV	3	8.415196314880827
OG0016039	LV	4	8.792439188445305
OG0016039	LV	10	7.471054526109162
OG0016039	LV	16	7.139991000205463
OG0016039	LV	24	7.128745831683837
OG0013057	LV	0	13.973226286871661
OG0013057	LV	2	11.887619588439009
OG0013057	LV	3	10.736527462504336
OG0013057	LV	4	10.589926197285632
OG0013057	LV	10	11.283827911521604
OG0013057	LV	16	11.153321551431825
OG0013057	LV	24	11.487089804783018
OG0017194	LV	0	5.972677085620787
OG0017194	LV	2	6.673044530031488
OG0017194	LV	3	6.255421868426663
OG0017194	LV	4	6.186272181795156
OG0017194	LV	10	4.88614176543847
OG0017194	LV	16	4.825321894059182
OG0017194	LV	24	5.434975595816412
OG0005122	LV	0	4.460200649866138
OG0005122	LV	2	4.728267235972858
OG0005122	LV	3	5.743481894203483
OG0005122	LV	4	4.896747987642768
OG0005122	LV	10	5.989719763172507
OG0005122	LV	16	6.142881990918353
OG0005122	LV	24	6.387639822409903
OG0009921	LV	0	5.2657840582519135
OG0009921	LV	2	6.454985208910599
OG0009921	LV	3	5.939724271548886
OG0009921	LV	4	6.431394179703295
OG0009921	LV	10	7.680333565702552
OG0009921	LV	16	7.464670751489059
OG0009921	LV	24	6.846660589700757
OG0007062	LV	0	8.406166746138894
OG0007062	LV	2	8.42943822560586
OG0007062	LV	3	9.099056135668395
OG0007062	LV	4	8.265986051674243
OG0007062	LV	10	10.351201164851615
OG0007062	LV	16	10.9944459356871
OG0007062	LV	24	10.870769238654072
OG0018343	LV	0	4.991047357041313
OG0018343	LV	2	4.542434877054586
OG0018343	LV	3	4.312838841405928
OG0018343	LV	4	4.6983073762407965
OG0018343	LV	10	5.761816445728536
OG0018343	LV	16	5.9524466635382565
OG0018343	LV	24	6.0363496720307195
OG0013056	LV	0	7.234641816931264
OG0013056	LV	2	7.280478008953919
OG0013056	LV	3	6.791304121046026
OG0013056	LV	4	6.786703357499101
OG0013056	LV	10	8.714353409901708
OG0013056	LV	16	8.383795814340553
OG0013056	LV	24	7.812486664569957
OG0009920	LV	0	8.524498622649206
OG0009920	LV	2	9.959153619972279
OG0009920	LV	3	10.784119062810927
OG0009920	LV	4	10.589862001606477
OG0009920	LV	10	9.049858137505009
OG0009920	LV	16	8.774300120614194
OG0009920	LV	24	8.566068177688514
OG0013055	LV	0	8.235159806928557
OG0013055	LV	2	7.931666683653299
OG0013055	LV	3	7.673691150057672
OG0013055	LV	4	8.28414092356967
OG0013055	LV	10	8.597878279073447
OG0013055	LV	16	8.745054210752022
OG0013055	LV	24	8.83145634084993
OG0013054	LV	0	8.935905656237919
OG0013054	LV	2	9.633229676175956
OG0013054	LV	3	9.963668906950874
OG0013054	LV	4	9.399060398597165
OG0013054	LV	10	9.911120632015963
OG0013054	LV	16	10.376005268461999
OG0013054	LV	24	11.585178879325683
OG0013053	LV	0	4.357237600437183
OG0013053	LV	2	6.048917662416756
OG0013053	LV	3	6.399293135859843
OG0013053	LV	4	6.394506471908495
OG0013053	LV	10	5.84512171748139
OG0013053	LV	16	6.032092602912459
OG0013053	LV	24	6.214409543919791
OG0013052	LV	0	9.938076898001531
OG0013052	LV	2	9.23326913340422
OG0013052	LV	3	9.326673054698654
OG0013052	LV	4	8.913519479656282
OG0013052	LV	10	9.00564152555288
OG0013052	LV	16	8.90787808303767
OG0013052	LV	24	8.912606251211917
OG0013051	LV	0	9.992109539639024
OG0013051	LV	2	9.937964283947442
OG0013051	LV	3	9.44921123989448
OG0013051	LV	4	9.983435652184939
OG0013051	LV	10	8.58418803156935
OG0013051	LV	16	8.563201694990527
OG0013051	LV	24	8.625014497810808
OG0002581	LV	0	9.56011719384652
OG0002581	LV	2	9.741828735507953
OG0002581	LV	3	11.244019743157656
OG0002581	LV	4	11.273411635487166
OG0002581	LV	10	10.641248335195504
OG0002581	LV	16	9.854509647284681
OG0002581	LV	24	9.33763857818847
OG0008526	LV	0	10.284732000198968
OG0008526	LV	2	8.444837620769169
OG0008526	LV	3	8.34566653850532
OG0008526	LV	4	8.693058184757842
OG0008526	LV	10	5.856838266350416
OG0008526	LV	16	6.405840587304694
OG0008526	LV	24	6.627711568334925
OG0006078	LV	0	8.606485954462547
OG0006078	LV	2	7.455559020395925
OG0006078	LV	3	6.529007054859858
OG0006078	LV	4	6.776711474142846
OG0006078	LV	10	7.123240512548307
OG0006078	LV	16	6.897490638723812
OG0006078	LV	24	6.680213718242534
OG0005145	LV	0	5.766474283568281
OG0005145	LV	2	4.3723960747496395
OG0005145	LV	3	5.022699477783498
OG0005145	LV	4	5.435260136535063
OG0005145	LV	10	7.461412820613179
OG0005145	LV	16	7.678659734024968
OG0005145	LV	24	7.4713168269381995
OG0005121	LV	0	7.83372003018937
OG0005121	LV	2	7.322967716534654
OG0005121	LV	3	7.118866895822452
OG0005121	LV	4	6.975855382909826
OG0005121	LV	10	6.927691050560887
OG0005121	LV	16	7.349856359157671
OG0005121	LV	24	8.091885683430661
OG0013050	LV	0	9.732603080899882
OG0013050	LV	2	8.643808716069744
OG0013050	LV	3	8.452191371874655
OG0013050	LV	4	7.838491573651762
OG0013050	LV	10	8.138416639897825
OG0013050	LV	16	7.9535772837743
OG0013050	LV	24	8.142122481943307
OG0013049	LV	0	11.032198356556838
OG0013049	LV	2	9.604273324185526
OG0013049	LV	3	9.67954303089963
OG0013049	LV	4	9.65306213892634
OG0013049	LV	10	9.498191929467346
OG0013049	LV	16	8.836572603307836
OG0013049	LV	24	8.32264853734773
OG0013048	LV	0	5.671696272571709
OG0013048	LV	2	6.618299999118818
OG0013048	LV	3	6.980102090820436
OG0013048	LV	4	6.7851212367654075
OG0013048	LV	10	6.770405755425505
OG0013048	LV	16	6.7388821833857735
OG0013048	LV	24	6.958133884177008
OG0007061	LV	0	3.2853051409150176
OG0007061	LV	2	2.7439187730819095
OG0007061	LV	3	2.0028325217816647
OG0007061	LV	4	2.581219679434073
OG0007061	LV	10	3.855307632216542
OG0007061	LV	16	7.101995348183377
OG0007061	LV	24	7.987145381537185
OG0009919	LV	0	7.755344495257923
OG0009919	LV	2	7.878275667828334
OG0009919	LV	3	7.262485577901165
OG0009919	LV	4	7.298857019135807
OG0009919	LV	10	9.35948839878273
OG0009919	LV	16	9.360239739153526
OG0009919	LV	24	10.213530081576396
OG0009918	LV	0	9.529248679238925
OG0009918	LV	2	10.287660112260758
OG0009918	LV	3	10.248606243418061
OG0009918	LV	4	10.312476844840178
OG0009918	LV	10	8.445060742906495
OG0009918	LV	16	8.538662844209387
OG0009918	LV	24	8.464119162327748
OG0000400	LV	0	-1.4712164201431313
OG0000400	LV	2	-1.5485224415312158
OG0000400	LV	3	-1.6108717947854343
OG0000400	LV	4	-1.562247603038187
OG0000400	LV	10	-1.4942099850401398
OG0000400	LV	16	-1.4054318229271785
OG0000400	LV	24	-1.3914153735548653
OG0016806	LV	0	-0.08971672253865896
OG0016806	LV	2	-0.39385319807963565
OG0016806	LV	3	-0.5960502189937341
OG0016806	LV	4	-0.9253503386308312
OG0016806	LV	10	-0.43535538051400735
OG0016806	LV	16	-0.6349755791184569
OG0016806	LV	24	-0.9244088958915901
OG0013044	LV	0	4.30913327629818
OG0013044	LV	2	5.045020689580182
OG0013044	LV	3	5.3666550137226645
OG0013044	LV	4	5.466751575106088
OG0013044	LV	10	5.27786905897572
OG0013044	LV	16	8.41553146147085
OG0013044	LV	24	8.857261238360662
OG0013043	LV	0	9.923921670734558
OG0013043	LV	2	9.16844636110627
OG0013043	LV	3	9.247949364095758
OG0013043	LV	4	8.429624346360896
OG0013043	LV	10	7.077604003671168
OG0013043	LV	16	7.5959931267657375
OG0013043	LV	24	7.5672621090853
OG0015395	LV	0	11.513282917524144
OG0015395	LV	2	10.506381326220476
OG0015395	LV	3	10.78999481453464
OG0015395	LV	4	10.350943433842003
OG0015395	LV	10	10.830293856564706
OG0015395	LV	16	10.47639036199647
OG0015395	LV	24	10.239760832144151
OG0015394	LV	0	7.178741495450927
OG0015394	LV	2	8.211026925497823
OG0015394	LV	3	8.385570493352189
OG0015394	LV	4	8.428523315956408
OG0015394	LV	10	10.273357698593216
OG0015394	LV	16	10.309873898045884
OG0015394	LV	24	10.54900670195419
OG0003846	LV	0	8.876062724106871
OG0003846	LV	2	9.325737555603666
OG0003846	LV	3	9.409185481366624
OG0003846	LV	4	9.781486995841039
OG0003846	LV	10	9.628606314977093
OG0003846	LV	16	9.062382702612442
OG0003846	LV	24	9.038307485020898
OG0009912	LV	0	1.0896651674713072
OG0009912	LV	2	1.272044367219358
OG0009912	LV	3	1.3934579541310081
OG0009912	LV	4	1.0521582702642258
OG0009912	LV	10	2.340420293371113
OG0009912	LV	16	2.357186246968638
OG0009912	LV	24	2.8035325228820285
OG0013042	LV	0	8.940233811681273
OG0013042	LV	2	9.434973986097644
OG0013042	LV	3	9.898962725342813
OG0013042	LV	4	9.708782848643606
OG0013042	LV	10	10.36185312627756
OG0013042	LV	16	11.11647796025311
OG0013042	LV	24	11.433542137831898
OG0015717	LV	0	-1.205341404023695
OG0015717	LV	2	-1.304532600698629
OG0015717	LV	3	-1.3133267878196817
OG0015717	LV	4	-1.3084180795116451
OG0015717	LV	10	-1.3010673035634235
OG0015717	LV	16	-1.3131415045317816
OG0015717	LV	24	-1.3002082141322717
OG0009911	LV	0	3.9378076275721163
OG0009911	LV	2	3.134011187857638
OG0009911	LV	3	3.5654351464125265
OG0009911	LV	4	3.098967927715539
OG0009911	LV	10	8.345016447745383
OG0009911	LV	16	8.162085591229458
OG0009911	LV	24	8.071182080129454
OG0015393	LV	0	10.058561229041677
OG0015393	LV	2	10.958180901980452
OG0015393	LV	3	12.200544783954804
OG0015393	LV	4	12.181327387516665
OG0015393	LV	10	8.999671499771045
OG0015393	LV	16	9.434307035548768
OG0015393	LV	24	9.243944059459139
OG0007053	LV	0	9.234879721844445
OG0007053	LV	2	10.17669324686879
OG0007053	LV	3	10.91346123469089
OG0007053	LV	4	10.796479006960551
OG0007053	LV	10	8.035538995901051
OG0007053	LV	16	8.463102526708251
OG0007053	LV	24	8.268055771262476
OG0009905	LV	0	10.891550084973073
OG0009905	LV	2	10.224209584316574
OG0009905	LV	3	9.232687681980249
OG0009905	LV	4	9.027911966983682
OG0009905	LV	10	9.631602497476766
OG0009905	LV	16	9.323231016633608
OG0009905	LV	24	9.09929518736281
OG0013041	LV	0	4.954382301009493
OG0013041	LV	2	7.1859519524952455
OG0013041	LV	3	5.0936877681543615
OG0013041	LV	4	5.9272498505847615
OG0013041	LV	10	7.116988141595834
OG0013041	LV	16	7.3862238384252725
OG0013041	LV	24	7.366711805186706
OG0010135	LV	0	9.491929020494595
OG0010135	LV	2	8.94591775243697
OG0010135	LV	3	9.344803242007055
OG0010135	LV	4	9.301154960063585
OG0010135	LV	10	9.59837492916537
OG0010135	LV	16	9.109811325257576
OG0010135	LV	24	8.91594646916767
OG0013253	LV	0	12.189890221369016
OG0013253	LV	2	10.991661618673763
OG0013253	LV	3	10.832306489698528
OG0013253	LV	4	11.158577861201104
OG0013253	LV	10	11.615862327248577
OG0013253	LV	16	11.366303416334537
OG0013253	LV	24	11.034628149358308
OG0010139	LV	0	12.6501840058771
OG0010139	LV	2	10.568750979535254
OG0010139	LV	3	9.790801710262741
