Orthogroup	H_tub.longestprot
Orthogroup	H_tub.longestprot
OG0000000	HTU_21980
OG0000000	HTU_29534
OG0000000	HTU_13776
OG0000001	HTU_17342
OG0000001	HTU_2266
OG0000001	HTU_2283
OG0000001	HTU_2252
OG0000001	HTU_2988
OG0000001	HTU_2253
OG0000001	HTU_2251
OG0000001	HTU_2254
OG0000001	HTU_2248
OG0000001	HTU_2987
OG0000001	HTU_2247
OG0000001	HTU_2258
OG0000001	HTU_3081
OG0000001	HTU_2265
OG0000001	HTU_2985
OG0000001	HTU_2282
OG0000001	HTU_2250
OG0000001	HTU_2347
OG0000001	HTU_2263
OG0000001	HTU_2469
OG0000001	HTU_2359
OG0000001	HTU_2341
OG0000001	HTU_2357
OG0000001	HTU_2348
OG0000001	HTU_2342
OG0000001	HTU_2346
OG0000001	HTU_2349
OG0000001	HTU_2358
OG0000003	HTU_39382
OG0000003	HTU_12117
OG0000003	HTU_12118
OG0000003	HTU_2591
OG0000004	HTU_36081
OG0000004	HTU_10505
OG0000004	HTU_38085
OG0000004	HTU_38476
OG0000004	HTU_41912
OG0000004	HTU_12161
OG0000004	HTU_11467
OG0000004	HTU_11468
OG0000005	HTU_913
OG0000005	HTU_1413
OG0000005	HTU_3886
OG0000005	HTU_2080
OG0000005	HTU_2054
OG0000005	HTU_2078
OG0000005	HTU_2052
OG0000005	HTU_21400
OG0000005	HTU_24754
OG0000005	HTU_11305
OG0000005	HTU_11283
OG0000005	HTU_11304
OG0000006	HTU_7140
OG0000007	HTU_15403
OG0000007	HTU_16935
OG0000007	HTU_16176
OG0000007	HTU_16285
OG0000007	HTU_15398
OG0000007	HTU_16020
OG0000007	HTU_16029
OG0000007	HTU_16021
OG0000007	HTU_15399
OG0000007	HTU_34227
OG0000007	HTU_16023
OG0000007	HTU_23718
OG0000007	HTU_15402
OG0000007	HTU_15401
OG0000007	HTU_16438
OG0000007	HTU_16030
OG0000007	HTU_38102
OG0000007	HTU_16022
OG0000007	HTU_16032
OG0000007	HTU_16028
OG0000007	HTU_16027
OG0000008	HTU_15931
OG0000009	HTU_39487
OG0000009	HTU_39627
OG0000009	HTU_39805
OG0000011	HTU_39421
OG0000011	HTU_39369
OG0000011	HTU_39431
OG0000011	HTU_39378
