H_tub_ID	HT16cellA	HT16cellB	HT16cellC	HT32cellA	HT32cellB	HT32cellC	HT4cellA	HT4cellB	HT4cellC	HTEGGA	HTEGGB	HTEGGC	HTGA	HTGB	HTGC	HTMBA	HTMBB	HTMBC	HTPRA	HTPRB	HTPRC
HTU_6955.t1_HTU_6957.t1	1689	1355	1362.50	1838	1058.00	1689.00	571	1077.50	1521.50	581	433	790.50	292	477	454	634.00	766	504	166	161	158
HTU_7207.t1	0	1	0	1	2	0	0	0	1	0	0	0	4	1	1	5	8	1	9	9	8
HTU_5768.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_5504.t1	0.20	0	0	0	0	0	0	0	0	0	0	0	0.58	1.70	0	0.33	0	0.17	0	0.33	0.25
HTU_5842.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HTU_6527.t1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0
HTU_6438.t1	354	11.76	11.25	365.70	15.75	10	22	20	20	8.14	11	15	17	23	9.33	39.42	10.19	7.44	498.42	601.54	421.52
HTU_6237.t1	0	0.25	0	0.10	0.22	0	0	0	0	0	0	0	0.25	0.22	0.12	0.34	0	0.32	0	0.32	0.38
HTU_5634.t1	0	0.11	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0	1	1	0	0	0	1
HTU_5947.t1	3.51	0.74	0.33	2.55	2.06	0.17	0.45	2.91	3.73	0.31	1.21	2.05	5.54	11.13	22.15	12.70	10.54	13.28	13.58	13.70	8.08
HTU_6217.t1	1750	1806	1973.00	1960	1383	2434.00	373	843	1507	172	192	461	194	143	250	341.00	364.00	150	311	277	245
HTU_6586.t2	493.50	564	454.67	518.50	428.50	556.83	118.50	323.50	403	74.50	79.50	110.50	140	226.50	222.50	487.50	783.50	367.50	133	113	151.50
HTU_6586.t1	491.50	562	452.67	517.50	427.50	556.83	118.50	323.50	403	75.50	79.50	110.50	139	222.50	220.50	478.50	756.50	358.50	105	87	108.50
HTU_6290.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.50	0	0	0	0	0	0
HTU_7414.t1	0	0	3	1.50	0	2	1.50	0	1	3	0	1.50	14.50	0	0	1.50	0.50	0	1.50	0.50	5
HTU_6216.t1	0	0	0	0	0	0	0	0	0	0	0	0	4.33	4	0	10.67	2	0	1	0	2
HTU_6577.t1	506.33	557.08	319.17	501.83	412.58	410.75	60.67	274.50	199.67	36.33	36.50	37.83	29.33	25.33	39	130.33	197.33	52.33	45.33	57.33	38.67
HTU_6712.t1	0	0.50	0	0	0	0.50	0	1.50	0	0	0.50	0	0.50	0.50	0.50	0	0.50	5.75	2.50	1	1.50
HTU_5550.t1	0	0	0	0.11	0.11	0	0	0	0	0.12	0	0	3.33	0.94	0.11	1.91	2	0.36	1.15	3.14	2.32
HTU_5565.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
HTU_6089.t1	0	1	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0	0	0
HTU_7071.t1	650.33	720.18	419.36	707.11	469.67	536.88	60.50	217.71	301.00	37.36	35	66.50	27	22.50	47.50	138.66	153.58	64.50	37.00	47.00	29
HTU_6044.t1	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1.42	1.33	0.67	4.45	9.68	6.37
HTU_5734.t1	506	702.50	691.50	510	656	781.75	938.83	627.80	800.50	210.50	236.67	308.50	208	343	363.50	394	411	183	335	319	360.50
HTU_6498.t1	310.45	341.88	210.50	342.25	255.70	238.85	48.75	89.75	100.75	26.83	14.50	29.50	81.93	77.08	97.86	178.67	219.35	107.03	109.50	100.33	100.75
HTU_7061.t1	955	1031.21	712.90	998.50	692	884.33	220.83	687.83	910	635	693	767.10	1145.00	2260.67	1709.50	1981.67	2378.70	2012.10	875	807	782
HTU_5821.t1	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	1.67	3.50	0	14.50	0	17.50
HTU_7495.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_6732.t1	0	0	0	0	2	0	0	0	0	0	0	0	5	3	4	5	8	1	9	19	8
HTU_5932.t1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	2	17	5
HTU_5488.t1	2891.33	2609.88	2740.25	3187.75	1980.50	3481.08	279.83	1519.00	1745.08	943.07	856.83	953.42	338.50	439.75	436.67	952	949.83	527.58	510.50	559.12	477.00
HTU_6932.t1	0	0	0	1	1	2	0	0	0	2	0	0	8	26	16	26	38	20	12	4	2
HTU_6794.t1	1393.31	1608.62	1143.29	1383.39	1036.67	1397.75	89.50	797.10	865.08	135.17	147.75	182.58	64.75	47	73.25	115.17	136.88	60	111.50	118	88.42
HTU_6251.t1	1	0	28	0	0	20.83	1	0	2.50	0	0.25	2	1	0	0	0.58	0	0	1.25	6.75	0
HTU_7195.t1	1497.50	1875.30	1426.00	1588.83	1521.50	1709	500.50	782	1343	678	447.33	742	345.50	508.17	560.50	941	1534.17	803.50	342	247.50	313.67
HTU_5942.t1	0	0	0	0	0	0	0	0	0	0	0	0	5.94	0.83	2.50	3.33	0	0	6.10	9.24	10.45
HTU_6682.t1	0	0	0	0	0	2	0	0	0	0	0	1	1	0.33	0	10.33	9	6.33	1.67	1	1
HTU_7312.t1	0	0.50	0	0	0	1	0	0	1	0	0	1	9	1	3	3	1	3.50	1.33	1	3.70
HTU_6225.t1	28	28	19	35.50	19	29	4	20.50	23.50	2.50	1.25	1.75	102	155.83	222.33	215.50	266.33	177.50	104.50	106.75	84
HTU_6568.t1	1.50	5.17	2.50	0.50	5.50	2.50	0	2.50	3.50	0	6	8	0	0.50	40.67	0	0.50	0	2	0	11.50
HTU_5594.t1	1	0	0	1	0	0	0	0	0	0	0	0	0.17	0	0	2.33	1.25	1	0	0	2
HTU_5607.t1	0	0	0	0	0.17	0	0	0	0	0	0	0	0.33	0	0	0	1.67	0.53	0	0	0
HTU_6969.t1	856	944	718	863	587	880.00	169	508	645	178	107	156	167	184	332	429	653	403	262	187	218
HTU_7353.t1	0	0	0	0.50	0	0	0	0.50	0	0	0	0	0.50	0.50	1	0.50	0.50	0	5	5.50	4.50
HTU_6057.t1	916.43	1099.33	853.03	948.67	787.50	1043.00	139.50	791.17	864.50	156	193.50	194.50	66.50	80.50	79.50	117.50	219	83	77.50	80.50	86.17
HTU_7259.t1	0	3	1	0	0.33	0	1	1	2	1	0	0	31	5	6	8	7	12	20	62	51
HTU_7526.t1	9.40	13.70	58.20	10.70	13.20	60.00	51.60	1.65	152.80	176.30	2.25	178.80	52.00	72.20	90.95	50.25	48.05	48.10	44.45	29.70	70.07
HTU_7094.t1	803.58	767.33	604.67	870.83	547.18	784.00	146	343.50	408.33	111.33	120.33	127.83	213.50	199.50	213.83	331.17	361.25	243.08	187.25	196.67	187
HTU_7411.t1	0	0	0	2	0	0	0	2	0	0	1	1	0	0	0	0	1	0	16	8	6
HTU_5524.t1	2	5	1.25	2.50	6.50	1.50	0.50	1.50	0.50	0.50	0.50	0	0	0	1.50	3	12.50	5.33	3.25	2	4.83
HTU_5646.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	5	0	0	0
HTU_6060.t1	0.25	0	0	0.25	0	0	0	0	0	0	0.14	0.33	10.93	13.72	0.34	3.46	10.09	10.65	30.03	4.09	13.49
HTU_7039.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0.50	0.50	0	0	0	0
HTU_6573.t1	11	9	1	6.50	8.50	2.50	2	4	8.50	0	2	6.50	0	0.50	0	0.50	0	0	0	1	1.50
HTU_6589.t1	824	702	808	850.50	525	1025	223	731	908	136	151	188	114	97	154.50	157	132	107	214.50	237	243
HTU_5902.t1	6	7	7	6	6	7	5	12	8	2	2	3	0	0	0	1	0	0	0	0	0
HTU_5912.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.20	0	0	0.17	0	0	0
HTU_7361.t1	0.64	1.17	0.50	0.14	0.95	0.17	0.53	0	2.55	0.45	0	0.34	1.07	1.24	0.72	0.67	1.88	0.65	1.34	2.69	1.91
HTU_7273.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.67	0	0	0	0.33
HTU_6753.t1	2731.33	2917.17	2534.00	2603.00	1702.00	2798.83	410.00	1325.33	1553.00	176	231.33	201.00	344.00	493.67	446.00	579.00	669.00	401.33	741.00	739.67	769.08
HTU_7133.t1	273.67	286.08	114.42	283.67	245.33	167.10	31	95.50	93	13.50	5.50	5	118.50	149	168.67	197.50	262.17	145.58	133.67	139.50	142.50
HTU_7265.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.33	0.92	3	1.58	0.50	0.92	1.17	2.42
HTU_6884.t1	0	0.25	0.75	0.50	1	1.20	0	0	0.50	0	0	0.50	1.25	0	0.25	2.15	1.50	1.58	1.12	1.57	2.99
HTU_7454.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	0.50	0	1	1.50	6	0	0	0	0
HTU_6571.t1	0	1.50	0	0.50	1.50	0	0	0.50	0	0	0	0	0.50	0.50	0	0.50	3	0	2	0.50	0.50
HTU_5921.t1	0	0	0	0	0	0	0	0	0	0	0	0	16	3	15	0	0	1	121	122	118.33
HTU_7076.t1	33	5.50	2	47.50	1	2	1	1.50	5	1.50	0.50	3	1.50	0.50	0	11	5.50	4.50	804.50	1131.33	909.50
HTU_6162.t1	1.93	2.00	3.00	2.03	1.82	1.90	1.20	2.73	3.67	1.50	2.17	6.57	16.70	5.50	16.70	12.40	12.18	9.00	21.48	9.85	36.78
HTU_7232.t1	1032.43	900.02	595.21	1104.19	626.00	734.52	155.05	347.68	405.62	94.45	79.87	98.92	172.67	177.85	224.48	738.15	933.81	218.38	230.14	182.59	211.73
HTU_7232.t1.1.5f2cc98a	1025.43	898.02	593.21	1101.19	626.00	732.52	154.05	345.68	404.62	94.45	79.87	98.92	173.67	177.85	224.48	740.15	940.81	218.38	230.14	182.59	211.73
HTU_6651.t1	1.50	5.17	2.50	0.50	4.50	1.50	0	2.50	2.50	0	6	5	0	0.50	33.67	0	0.50	0	2	0	10.50
HTU_6222.t1	7	47	5	4	41	5	2	7	5	2	1	0	1	0	0	2	6	3	17	21	15
HTU_5472.t1	440.01	484.94	415.16	463.86	371.70	532.80	78.00	323.73	336.83	58.83	60.67	70.50	201.50	305.83	331.53	320.53	430.45	151.00	312.00	269.16	306.50
HTU_5440.t1	0.78	2.75	0.67	1.75	1.28	1.78	0.75	0.92	1.08	0.50	0.17	0.81	28.72	36.47	38.02	24.03	26.27	19.05	39.25	49.82	47.35
HTU_5616.t1	9.50	7.50	5	8.50	4.50	11.50	5.17	7.50	3	2.50	1	0	0.50	2.50	2.50	4	9.50	2.50	1	1.50	0.50
HTU_6210.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HTU_6984.t1	11	74	7	5	86	9	54	2	8	10	1	0	6	1	2	9	8	5	9	2	8
HTU_6609.t1	13	15.50	31	14.10	14	34	29.50	27	17	6	2	0.50	4.50	1.50	4	3.50	3.50	2	2.50	4.50	3
HTU_6107.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50	0	0.50	0	0	0
HTU_6716.t1	766.75	576.00	549.92	749.08	572.58	634.33	332.92	364.08	467.75	222.08	148.33	118.33	49.42	39.42	34.75	70.00	132.00	48.25	68.67	35.17	77.50
HTU_7097.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0.50	0.50	0	0	0	0
HTU_5606.t1	0.20	0	0	0	0	0	0	0	0	0	0	0	0.58	1.70	0	0.33	0	0.17	0	0.33	0.25
HTU_6862.t1	0	0	0	0	0.33	1	0	0	0	0.33	0	0	0	0	0	0	1.33	0	0.20	0	0
HTU_5843.t1	193.50	321.50	517.50	214.67	222	611.50	83.50	201.50	98.83	19	28.50	13.50	42	23.50	5	22.50	64.50	26.50	7	23	15
HTU_7370.t1	2096.06	2901.50	2182.25	2183.33	1949.00	2490.67	566.67	1343.50	1678.17	456.33	455.33	606.17	574.50	900.00	829.17	1350.67	2271.83	1329.00	619.00	620.67	620.33
HTU_5576.t1.1.5f2cc971	4.75	9.75	15	4.50	7.75	20.25	5.25	16.50	1.50	1	3.25	0.75	74	64.25	73.50	85	73.75	63.25	84.25	88	93.25
HTU_5576.t1	4.25	10.25	15	5	7.75	19.25	5.25	16.50	1.50	1	2.75	0.75	72	60.25	69.50	84.50	72.75	58.25	83.75	85.50	92.25
HTU_6792.t1	0	0.10	1.50	0	0.42	1.25	1	0.50	1.92	1.08	0	1.23	2.68	3.85	3.14	1.25	1.83	0.79	2.73	2.60	3.51
HTU_7257.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_6405.t2	148.50	153	122	161	130	154.50	44.50	97	65.50	8.50	12.50	6	4.50	4	5	33	39.50	7	5.50	3.50	2
HTU_6405.t1	148.50	153	122	161	130	154.50	44.50	97	65.50	7.50	12.50	6	4.50	4	5	33	39.50	7	5.50	3.50	2
HTU_5732.t1	47.50	27	39.50	49	25	49.50	3.50	29	28	6	2.50	10	31	16.50	32.50	33	23.50	17	28.50	24.50	43
HTU_5814.t1	779.12	785.38	618.39	814.19	670.74	769.78	200	376.79	654.50	128.06	157.50	254.39	116.17	186.33	167	213.68	247	142.25	172.25	161.25	203.78
HTU_7132.t1	869.00	742.83	545.50	791.17	416.17	578.00	171.67	370.60	390.17	70.50	78	86.50	18.50	22.50	36.50	102	105.50	16	82	65	76.50
HTU_5925.t1	241	306	236	242.50	266	280	150.50	204	309	241	153	186	147	189	154	180	258	188	176	188	175
HTU_6823.t1	0	0	0	0.50	0.50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.50	0.50
HTU_7496.t1	0	0.50	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_7267.t1	2	4.33	1	2.17	3.70	0.92	1	0.70	1.83	0	0.50	3.83	27.70	13.17	27.37	12.08	17.70	9.50	68.75	51.02	53.38
HTU_7214.t1	2	7	11	9	10	16	4	5	13	1	1	5	329	237	253	264	315	187	194	213	202
HTU_7012.t1	438.67	551.17	362.17	496.83	412.00	438.83	112.50	276.67	303.50	49	41	45.50	37	78.00	43.08	51	73.83	33.50	61.67	89.50	37.50
HTU_7264.t1	0	0.50	0	0	2	0	0	0	0	0	0	0.50	0	0	0	1.25	2.25	0	1	1	1.33
HTU_7486.t1	208.22	147.64	43.19	238.51	94.92	67.91	43.52	148.28	98.76	22.37	32.94	12.64	1.37	2.42	2.06	7.60	12.48	5.04	6.00	6.06	5.10
HTU_5448.t1	0	0	0	0	0	0	0	0.50	0	0	0	0	5.50	5.83	2.50	6	4.50	2	0.50	0	0.50
HTU_5707.t1	0	0.25	0.25	0.50	0.25	0.25	0	0	0.75	0	0.17	0	0.25	0.75	2.08	3.42	2.17	3	0.75	0.67	0.75
HTU_7517.t1	0	0	0.50	0	0	0.50	0	1	1	0.50	0.25	0	0	0.50	0	0	0.75	11.50	0	1	1
HTU_7266.t1	9.50	2	1	8	0	1.50	0.50	1	0	0	0	0	3	1	1	2	0.50	3.50	37	49.50	41.50
HTU_5568.t1	65.41	16.50	12.50	69.70	12.97	12.29	13.12	40.25	98.56	18.62	14.96	74.35	2.12	1.10	1	3.93	7	1	0.53	0.12	0.39
HTU_6764.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	0	0	0
HTU_6250.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.50	0
HTU_6230.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_6819.t1	3.39	2.02	1.65	1.42	3.80	3.38	4.30	3.07	3.04	2.00	2.44	2.48	1.25	1.68	2.90	3.26	8.32	2.45	1.36	0.73	1.81
HTU_5549.t1	0	0	0.10	0.27	0	0	0	0	0	0	0	0	0.30	1.20	0	0.30	0.27	0.53	1.23	0.90	0.30
HTU_5683.t1	3	0	1	6	1	3	1	2	0	1	0	0	0	1	0	2	0	1	4	4	2
HTU_6086.t1	1.50	3	0	0.83	1	0.50	0	0	0	0	0	0	1	1.50	1.50	3.67	5.33	6	1	3	0
HTU_6619.t1	0.17	0.10	3.69	0.11	1.27	2.65	3.38	2.50	7.07	1.54	0.67	0.95	8.78	8.37	4.99	4.19	5.54	0.90	9.72	6.73	4.87
HTU_6662.t1	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_6155.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0
HTU_6888.t1	0	0.25	0.75	0.50	1	0.20	0	0	0.50	0	0	0.50	1.25	0	0.25	2.15	1.50	1.58	1.12	1.57	3.27
HTU_6887.t1	0	1.42	0.25	0.50	0.50	0.20	0	0	0	0	0	0	1.25	1	1.25	1.65	0.50	0.75	0.95	0.90	1.34
HTU_5454.t1	1.50	0	0.25	0.50	0	0	0	0	0	1	0	0	0.25	0	0	0	0.20	0	0	0	0
HTU_5694.t1	2	0	0	5	0.50	0.50	0	0.50	0.50	0	0.50	0.50	6.67	4	12.53	16.70	13.27	8.00	16.33	7.87	14.10
HTU_6845.t1	0.45	0	0	0.40	0	0	0.37	0	0	0	0	0	0	0.20	0	0.87	0.20	0	0	0.14	0.20
HTU_6806.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_5553.t1	10.50	44	25	13	39.50	27.50	16.33	12	0.50	5	3	0	6.50	2	2	4	6.50	2.50	3	2	4.50
HTU_6629.t1.1.5f2cc985	61.57	53.99	36.75	66.24	35.93	41.58	12.92	22.97	30.34	5.99	7.10	8.87	5.80	11.26	11.90	28.35	28.45	8.26	8.26	9.54	9.69
HTU_6629.t1.2.5f2cc985	61.21	53.46	36.28	65.76	35.63	41.05	12.92	22.62	29.98	5.99	6.98	8.87	5.74	11.26	11.84	27.94	28.39	8.26	8.14	9.49	9.57
HTU_6629.t1.3.5f2cc985	61.57	53.89	36.65	66.24	35.93	41.58	12.92	22.97	30.34	5.99	7.00	8.87	5.70	11.26	11.90	28.25	28.45	8.26	8.26	9.54	9.69
HTU_6629.t1.4.5f2cc985	61.48	53.90	36.75	66.05	35.84	41.49	12.92	22.97	30.24	5.90	7.10	8.87	5.80	11.26	11.90	28.35	28.45	8.26	8.26	9.54	9.60
HTU_6629.t1.5.5f2cc985	61.12	53.37	36.28	65.58	35.54	40.96	12.92	22.62	29.89	5.90	6.98	8.87	5.74	11.26	11.84	27.94	28.39	8.26	8.14	9.49	9.48
HTU_6629.t1.6.5f2cc985	61.48	53.80	36.65	66.05	35.84	41.49	12.92	22.97	30.24	5.90	7.00	8.87	5.70	11.26	11.90	28.25	28.45	8.26	8.26	9.54	9.60
HTU_6629.t1.7.5f2cc986	61.21	53.36	36.18	65.76	35.63	41.05	12.92	22.62	29.98	5.99	6.88	8.87	5.64	11.26	11.84	27.84	28.39	8.26	8.14	9.49	9.57
HTU_6629.t1.8.5f2cc986	61.12	53.27	36.18	65.58	35.54	40.96	12.92	22.62	29.89	5.90	6.88	8.87	5.64	11.26	11.84	27.84	28.39	8.26	8.14	9.49	9.48
HTU_6629.t1.9.5f2cc986	46.44	40.93	30.62	52.27	30.15	33.14	10.48	19.39	24.62	4.98	6.35	8.10	5.11	10.20	10.67	22.97	22.64	7.04	7.33	8.23	7.55
HTU_6629.t1.10.5f2cc986	61.97	53.12	36.47	65.86	36.23	41.55	12.92	22.77	30.24	5.83	7.05	8.84	5.60	10.81	11.73	27.97	28.36	8.06	8.23	9.38	9.51
HTU_6629.t1.11.5f2cc986	46.35	40.84	30.62	52.09	30.06	33.05	10.48	19.39	24.53	4.89	6.35	8.10	5.11	10.20	10.67	22.97	22.64	7.04	7.33	8.23	7.46
HTU_6629.t1.12.5f2cc986	61.27	52.72	36.27	65.86	35.63	41.15	12.92	22.77	29.94	5.73	6.95	8.84	5.60	10.81	11.73	27.97	28.26	8.06	8.23	9.38	9.51
HTU_6629.t1.13.5f2cc986	46.44	40.83	30.52	52.27	30.15	33.14	10.48	19.39	24.62	4.98	6.25	8.10	5.01	10.20	10.67	22.87	22.64	7.04	7.33	8.23	7.55
HTU_6629.t1.14.5f2cc986	46.08	40.30	30.05	51.80	29.86	32.61	10.48	19.04	24.27	4.98	6.14	8.10	4.95	10.20	10.61	22.46	22.58	7.04	7.21	8.17	7.43
HTU_6629.t1.15.5f2cc986	46.35	40.74	30.52	52.09	30.06	33.05	10.48	19.39	24.53	4.89	6.25	8.10	5.01	10.20	10.67	22.87	22.64	7.04	7.33	8.23	7.46
HTU_6629.t1.16.5f2cc986	60.92	52.20	35.80	65.39	35.34	40.62	12.92	22.42	29.59	5.73	6.83	8.84	5.54	10.81	11.67	27.56	28.20	8.06	8.11	9.32	9.40
HTU_6629.t1.17.5f2cc986	45.99	40.21	30.05	51.62	29.76	32.52	10.48	19.04	24.18	4.89	6.14	8.10	4.95	10.20	10.61	22.46	22.58	7.04	7.21	8.17	7.34
HTU_6629.t1.18.5f2cc986	49.15	42.22	31.56	54.41	32.32	34.36	10.92	20.14	26.06	5.20	6.41	8.30	4.97	10.09	10.54	23.16	23.27	7.06	7.41	8.29	7.97
HTU_6629.t1.19.5f2cc986	48.80	41.69	31.09	53.94	32.03	33.83	10.92	19.78	25.71	5.20	6.29	8.30	4.91	10.09	10.48	22.75	23.21	7.06	7.29	8.23	7.85
HTU_6629.t1.20.5f2cc986	48.45	41.82	31.36	54.41	31.72	33.96	10.92	20.14	25.76	5.10	6.31	8.30	4.97	10.09	10.54	23.16	23.17	7.06	7.41	8.29	7.97
HTU_6629.t1.21.5f2cc987	48.71	41.60	31.09	53.76	31.94	33.74	10.92	19.78	25.62	5.11	6.29	8.30	4.91	10.09	10.48	22.75	23.21	7.06	7.29	8.23	7.76
HTU_6629.t1.22.5f2cc987	48.10	41.29	30.89	53.94	31.43	33.43	10.92	19.78	25.41	5.10	6.19	8.30	4.91	10.09	10.48	22.75	23.11	7.06	7.29	8.23	7.85
HTU_6629.t1.23.5f2cc987	45.99	40.31	30.15	51.62	29.76	32.52	10.48	19.04	24.18	4.89	6.24	8.10	5.05	10.20	10.61	22.56	22.58	7.04	7.21	8.17	7.34
HTU_6629.t1.24.5f2cc987	46.84	40.07	30.34	51.90	30.45	33.11	10.48	19.19	24.53	4.83	6.30	8.08	4.91	9.75	10.49	22.60	22.55	6.83	7.30	8.07	7.38
HTU_6629.t1.25.5f2cc987	46.14	39.67	30.14	51.90	29.85	32.71	10.48	19.19	24.23	4.73	6.20	8.08	4.91	9.75	10.49	22.60	22.45	6.83	7.30	8.07	7.38
HTU_6629.t1.26.5f2cc987	46.49	39.54	29.87	51.43	30.16	32.58	10.48	18.84	24.18	4.83	6.18	8.08	4.85	9.75	10.43	22.19	22.49	6.83	7.18	8.01	7.26
HTU_6629.t1.27.5f2cc987	45.79	39.14	29.67	51.43	29.56	32.18	10.48	18.84	23.88	4.73	6.08	8.08	4.85	9.75	10.43	22.19	22.39	6.83	7.18	8.01	7.26
HTU_6629.t1	50.20	43.03	32.11	54.62	33.37	34.88	10.92	20.47	26.47	5.47	6.57	8.33	5.43	10.34	10.65	23.73	23.99	7.53	8.11	8.99	8.63
HTU_6629.t1.28.5f2cc987	47.98	40.98	30.88	52.29	31.59	33.72	10.48	19.53	25.03	5.19	6.45	8.10	5.37	10.00	10.60	23.17	23.27	7.31	8.00	8.76	8.13
HTU_6629.t1.26.5f2cc987.1.5f2de1a7	21.21	19.51	11.44	22.44	10.96	13.45	2.61	7.09	9.27	1.20	1.73	1.65	1.48	2.39	3.12	9.61	9.35	1.97	2.57	2.67	2.28
HTU_6629.t1.29.5f2cc987	49.85	42.50	31.64	54.15	33.08	34.35	10.92	20.12	26.12	5.47	6.45	8.33	5.37	10.34	10.60	23.32	23.93	7.53	7.99	8.93	8.51
HTU_6002.t1	1336	1292	1045	1197	807	1182	151	581	830	106	62	96	15	10	18	40	45	16	25	13	26
HTU_7311.t1	0	0	0	0	0	0.20	0	0	0.40	0	0	0	0	0	11.45	1.75	2.05	0.20	1.30	1.70	0
HTU_6439.t1	1	0	0	2	0	1	2	1	1	6	3	0	1	0	0	0	0	0	0	1	0
HTU_6160.t1	4.53	3	3.70	6.87	2.83	3.03	1.50	5.70	7.23	0	1.50	1.53	3.20	2.50	0	4.50	6.08	3	5.50	2	5
HTU_5804.t1	227.50	352.50	452	252.83	321	526.50	191	249.25	221.17	25.11	56	33.75	39.50	26.50	15	48.70	79	31.17	5.50	16	18.50
HTU_7516.t1	0	0.50	0	0	0	0.50	0	0.50	0	0	0.50	0	1.50	0.50	0.50	0	1.50	10.75	2.50	1	1
HTU_7346.t1	0	1.33	0	0	0	0.25	0	0	0.33	0	0	0.33	5.25	10.53	38.83	16.75	18.17	2	29.45	24.50	39.70
HTU_7109.t1	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0
HTU_6400.t1	2.50	1.50	1	0.50	1	0.50	0	1.50	0	0	0	0	8.50	27	7	13	2.50	3.50	3.50	2.50	1
HTU_7092.t1	0	0	0	0	0	0	0	0	0	0	0	0	1.50	0.50	0	1.83	1	0.50	0	0.50	0
HTU_6020.t1	3.68	0	0.50	5.50	0.20	0	1.08	0	0	0	0	0	0.95	0.50	0	0.62	0.17	1.67	0.20	3.00	0.42
HTU_6256.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HTU_5967.t1	19.17	9.17	11.67	32.50	10	10.33	1	8	6	1.83	7	1	30.50	43.17	98.17	51.00	36.50	50.83	42.50	40.83	40.17
HTU_5631.t1	0	0.50	0	0	0.50	0	1.50	0	0	0	0	0	1	1	0	0	0	0	0	0.50	0.50
HTU_5971.t1	336.59	324.86	698.79	328.17	251.42	821.68	53.75	257.75	494.84	27	33.50	43.50	506.39	685.95	667.81	552.07	818.90	612.73	784.31	709.87	775.01
HTU_7041.t1	1	0	0	0	0	0	0.50	0	0.50	0.50	0.50	0	0	4	2.50	1.50	0	0.50	0	1.50	1
HTU_6469.t1	0	2.12	0.29	0	0	1	0	0.14	0	0.29	0.14	0	3	2.29	8	4.14	1.14	1	24.14	10.14	14.14
HTU_5957.t1	637	463.50	205.50	654	550.50	222	440.83	153.50	260.50	236.50	207.50	260.50	9596.67	5818.33	8878.08	5016.83	4740.50	2258.50	18175.00	21769.13	18257.87
HTU_6963.t1	3290	3366.00	2394	3360.00	1964	2953.50	265	1870	1942.00	201	251	299	938	1309	1440	2133	2421	1218	1462	1353	1352
HTU_7090.t1	26.46	21.55	16.25	27.30	23.31	19.99	19.02	10.19	11.31	2.92	1.91	4.76	8.10	7.75	8.61	8.93	10.65	5.03	5.53	5.11	7.03
HTU_7274.t1	0.50	0.83	0	0.50	0	0.75	0	0	0	0	0	0.50	12.58	34.67	68.33	16.25	34.83	12.67	4.42	1.17	6.83
HTU_6730.t1	1.14	0.32	0.22	0.20	0.11	0	0.50	0	0	0.10	0.22	1.70	3.28	6.13	6.39	7.24	7.36	3.24	3.15	3.38	3.48
HTU_5910.t1	90.17	61.00	82.00	113.67	68.17	71.50	13.00	42.50	80.67	4.33	6.67	9.50	66.17	80.74	81.00	98.83	150.00	92.67	86.67	74.67	90.50
HTU_6033.t1	0	0	0	1	0.50	0	0	0	0	0	0	0	0	0	0	0	0.50	0	2	4	5
HTU_5946.t1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0.50	1	0	0	0	0	1.50
