L_var_ID	LV16cellA	LV16cellB	LV16cellC	LV32cellA	LV32cellB	LV32cellC	LV4cellA	LV4cellB	LV4cellC	LVEGGA	LVEGGB	LVEGGC	LVGA	LVGB	LVGC	LVMBA	LVMBB	LVMBC	LVPRA	LVPRB	LVPRC
LVA_4006.t1	0.14	0.29	0	0.17	0.14	0.93	0.50	0.14	0	0.39	0.14	0.11	1.43	0.45	1.74	0.78	0.51	2.33	1.73	0.79	0.17
LVA_4223.t1	448	644	539.50	344.50	940	479	521	365.58	479	307	81	273	394	223	280	200	190.33	392	293	156	226
LVA_3611.t1	2084.75	2072.83	1804	1789.50	3146.33	3024.50	2911.58	2319.42	1601.00	1018.00	361.50	919.75	1059.12	540.50	474	714	529.08	685.50	449	406.50	371.50
LVA_3128.t1	529	649	793.00	257	1208.00	524.00	518	396.00	638.00	453	379.00	435.00	602	457	391	443	415	348	456.00	377	389
LVA_4598.t1	69	95	12	14	117	0	5	3	10	39	9	39	238	218	60	290	27	66	57	225	391
LVA_3446.t1	1458.00	1836	1340	1015	1657.00	1717.00	758.00	691	948.00	373	224	554.00	672	499	531	261	384	287.00	579	516	454
LVA_4783.t1	2601.37	2711.25	1339.50	3176.78	2396.44	4647.95	1785.58	3051.62	3339.33	3678.58	6579.50	4453.64	7543.56	4888.29	7570.96	9700.19	8763.03	20526.37	5678.25	4057.67	3933.17
LVA_4466.t1	0	0.50	0	0	0	0	0	0.50	0	0	0	0	0.50	1	3	2	0	0	6	2	0
LVA_4621.t1	54	93	31	6	16	90	67	113	71	9	40	63	10	21	9	13	15	7	3	94	75
LVA_3630.t1	1104	1290	740	733	1570	1103	563	506	792	160	113	190	237	177	116	77	89	98	311	152	144
LVA_4447.t1	994	1031	630	416	925	1395	1292	1700	2164	3505	3103	2064	1729	1204	1124	1136	1024	1113	1408	1065	1033
LVA_3655.t1	1403	1188	2862	587	1345	2660	2160.00	1912	2401.33	219	562	1141	927	638	746.00	697	641	657	785	470	641.00
LVA_3719.t1	520.00	708.00	747.50	689.00	1189.00	271	161	157	334	51	78	111	181	190	154	111	120	126	126.00	94	101
LVA_3411.t1	765	842	117	80	113	639	108	40	77	49	15	33	2293	1188	1778.00	1228	1221	1843.00	1699	1297	1238
LVA_4258.t1	4	2	7	4	10	18	3	8	3	6	0	0	6277	3711	3050	5016	3987.00	5298	2285	1310	911
LVA_4550.t1	531	602	312	212	272	175	405	504	380	18	25	27	349	275	344	308	271	440	361	178	243
LVA_3660.t1	385.50	555	415.50	319.50	166.50	173.50	838.50	586	708.00	280	893.50	392	34	76	30	33.50	22.50	33	91	81.50	88
LVA_3660.t1.1.5f2bf605	403.50	573	434.50	342.50	171.50	174.50	881.50	612	745.00	298	969.50	412	35	79	34	34.50	23.50	37	94	85.50	93
LVA_3362.t1	32	36	22	28	45	25	20	7	98	26	110	41	204	235	281	87	136	50	403.00	234	186
LVA_3202.t1	7768.33	9223.00	6921.00	5445.00	12546.00	13134.00	8531.00	6428.00	7075.00	2800.00	5755.50	3702.00	7876.00	5424.00	5701.00	6853.50	5581.00	8489.00	4041.00	2615.00	2851.00
LVA_3381.t1	661	563	231	413	358	933	589	340	938	88	125	62	1975	1443	1509.67	562	1012	1026	1657.00	1379	1133.00
LVA_3372.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	12.50	0	4	0	6.50	0	0	0
LVA_3418.t2	0.50	1	1.50	0.50	0.50	0.50	0.50	1	0.50	0	0	4.50	300.50	1.50	12.50	4	9.50	4	18.50	9.50	10.50
LVA_3418.t1	0.50	1	1.50	0.50	0.50	0.50	0.50	1	0.50	0	0	4.50	300.50	1.50	12.50	4	9.50	4	18.50	9.50	10.50
LVA_3550.t1	2153	2849	1449	2680	3430	1756	2781	2436	1374	786	800	1408	773	510	580	845	570	872	583	455	434
LVA_4741.t1	38	72	44	29	45	27	22	33	36	18	30	44	30	15	12	3	2	5	76	46	41
LVA_3601.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	12	19	13
LVA_4713.t1	143.83	218.67	156.33	216.50	223	191	264	135.33	132	228.50	115	250	330.50	220	332.50	110	198	274.83	372.50	201	240.33
LVA_4098.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.50	0.50	0	0	0	0	1
LVA_3214.t1	6	19	6	7	9	9	11.12	4.33	6	2	7	4	23	27	12.50	1	2.33	262	37	21	12
LVA_4644.t1	190	228.50	157	74.50	61	156	200.33	138	138	41	46.50	53	121.50	91.43	100	102	83	68.50	384.50	399	280.67
LVA_4087.t1	6.50	8	7.17	4	20.50	13.50	5	2	3	1	0	7	2053.00	1460.62	1737.93	1185.08	1394.00	1492.00	1451.83	1093.67	981.83
LVA_4685.t1	1338	1674	1670	1266	980	2981	2075	2707	1179.00	2486	1282.00	2772	836.00	695	813.00	928	448	1133	606	278	378
LVA_4371.t1	19	7	59	10	16	62	6	21	22	82	39	40	170	111	141	64	59	97	190	126	111
LVA_4413.t1	224	65	140	369	158	498	206	42	218.00	415	173	30	673	660	437.00	315	203	453	434.17	333	430
LVA_4555.t1	1	5	5	8	1	5	4	0	4	0	0	2	27	16	36	3	14	2	28	15	22
